"...1","country_name","city","year","pm10_concentration","pm25_concentration","no2_concentration","pm10_tempcov","pm25_tempcov","no2_tempcov","type_of_stations","population","latitude","longitude","who_ms","clean_city","Region","AreaName","Value","Count","Denominator","Time period","Age","Sex","Area Type","area_type"
422,"United Kingdom of Great Britain and Northern Ireland","York/GBR",2013,15.261,12.38,27.229,91,95,98,"Urban, Urban",196959,53.95858471,-1.080430143,1,"York","Yorkshire and The Humber","York",129.5874,25,19292,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
423,"United Kingdom of Great Britain and Northern Ireland","Bath and North East Somerset/GBR",2013,NA,NA,57.257,NA,NA,99,"Urban",190392,51.3911,-2.3542,1,"Bath and North East Somerset","South West","Bath and North East Somerset",64.3285,25,38863,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
424,"United Kingdom of Great Britain and Northern Ireland","Bath and North East Somerset/GBR",2013,NA,NA,57.257,NA,NA,99,"Urban",190392,51.3911,-2.3542,1,"Bath and North East Somerset","South West","Bath and North East Somerset",52.4054,10,19082,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
425,"United Kingdom of Great Britain and Northern Ireland","Bath and North East Somerset/GBR",2013,NA,NA,57.257,NA,NA,99,"Urban",190392,51.3911,-2.3542,1,"Bath and North East Somerset","South West","Bath and North East Somerset",75.8303,15,19781,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
426,"United Kingdom of Great Britain and Northern Ireland","Bath and North East Somerset/GBR",2014,NA,NA,57.337,NA,NA,99,"Urban",190392,51.3911,-2.3542,1,"Bath and North East Somerset","South West","Bath and North East Somerset",64.3285,25,38863,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
427,"United Kingdom of Great Britain and Northern Ireland","Bath and North East Somerset/GBR",2014,NA,NA,57.337,NA,NA,99,"Urban",190392,51.3911,-2.3542,1,"Bath and North East Somerset","South West","Bath and North East Somerset",52.4054,10,19082,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
428,"United Kingdom of Great Britain and Northern Ireland","Bath and North East Somerset/GBR",2014,NA,NA,57.337,NA,NA,99,"Urban",190392,51.3911,-2.3542,1,"Bath and North East Somerset","South West","Bath and North East Somerset",75.8303,15,19781,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
429,"United Kingdom of Great Britain and Northern Ireland","Bath and North East Somerset/GBR",2015,NA,NA,53.598,NA,NA,99,"Urban",190392,51.3911,-2.3542,1,"Bath and North East Somerset","South West","Bath and North East Somerset",64.3285,25,38863,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
430,"United Kingdom of Great Britain and Northern Ireland","Bath and North East Somerset/GBR",2015,NA,NA,53.598,NA,NA,99,"Urban",190392,51.3911,-2.3542,1,"Bath and North East Somerset","South West","Bath and North East Somerset",52.4054,10,19082,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
431,"United Kingdom of Great Britain and Northern Ireland","Bath and North East Somerset/GBR",2015,NA,NA,53.598,NA,NA,99,"Urban",190392,51.3911,-2.3542,1,"Bath and North East Somerset","South West","Bath and North East Somerset",75.8303,15,19781,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
432,"United Kingdom of Great Britain and Northern Ireland","Bath and North East Somerset/GBR",2016,NA,NA,48.074,NA,NA,96,"Urban",190392,51.3911,-2.3542,1,"Bath and North East Somerset","South West","Bath and North East Somerset",64.3285,25,38863,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
433,"United Kingdom of Great Britain and Northern Ireland","Bath and North East Somerset/GBR",2016,NA,NA,48.074,NA,NA,96,"Urban",190392,51.3911,-2.3542,1,"Bath and North East Somerset","South West","Bath and North East Somerset",52.4054,10,19082,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
434,"United Kingdom of Great Britain and Northern Ireland","Bath and North East Somerset/GBR",2016,NA,NA,48.074,NA,NA,96,"Urban",190392,51.3911,-2.3542,1,"Bath and North East Somerset","South West","Bath and North East Somerset",75.8303,15,19781,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
435,"United Kingdom of Great Britain and Northern Ireland","Bath and North East Somerset/GBR",2017,NA,NA,44.775,NA,NA,99,"Urban",190392,51.3911,-2.3542,1,"Bath and North East Somerset","South West","Bath and North East Somerset",64.3285,25,38863,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
436,"United Kingdom of Great Britain and Northern Ireland","Bath and North East Somerset/GBR",2017,NA,NA,44.775,NA,NA,99,"Urban",190392,51.3911,-2.3542,1,"Bath and North East Somerset","South West","Bath and North East Somerset",52.4054,10,19082,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
437,"United Kingdom of Great Britain and Northern Ireland","Bath and North East Somerset/GBR",2017,NA,NA,44.775,NA,NA,99,"Urban",190392,51.3911,-2.3542,1,"Bath and North East Somerset","South West","Bath and North East Somerset",75.8303,15,19781,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
438,"United Kingdom of Great Britain and Northern Ireland","Bath and North East Somerset/GBR",2018,NA,NA,38.345,NA,NA,99,"Urban",190392,51.3911,-2.3542,1,"Bath and North East Somerset","South West","Bath and North East Somerset",64.3285,25,38863,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
439,"United Kingdom of Great Britain and Northern Ireland","Bath and North East Somerset/GBR",2018,NA,NA,38.345,NA,NA,99,"Urban",190392,51.3911,-2.3542,1,"Bath and North East Somerset","South West","Bath and North East Somerset",52.4054,10,19082,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
440,"United Kingdom of Great Britain and Northern Ireland","Bath and North East Somerset/GBR",2018,NA,NA,38.345,NA,NA,99,"Urban",190392,51.3911,-2.3542,1,"Bath and North East Somerset","South West","Bath and North East Somerset",75.8303,15,19781,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
441,"United Kingdom of Great Britain and Northern Ireland","Bath and North East Somerset/GBR",2019,NA,NA,41.05,NA,NA,31,"Urban, Urban",190392,51.391,-2.3546,1,"Bath and North East Somerset","South West","Bath and North East Somerset",64.3285,25,38863,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
442,"United Kingdom of Great Britain and Northern Ireland","Bath and North East Somerset/GBR",2019,NA,NA,41.05,NA,NA,31,"Urban, Urban",190392,51.391,-2.3546,1,"Bath and North East Somerset","South West","Bath and North East Somerset",52.4054,10,19082,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
443,"United Kingdom of Great Britain and Northern Ireland","Bath and North East Somerset/GBR",2019,NA,NA,41.05,NA,NA,31,"Urban, Urban",190392,51.391,-2.3546,1,"Bath and North East Somerset","South West","Bath and North East Somerset",75.8303,15,19781,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
444,"United Kingdom of Great Britain and Northern Ireland","Bath and North East Somerset/GBR",2020,NA,NA,28.043,NA,NA,98,"Urban",196357,51.390922,-2.35503,1,"Bath and North East Somerset","South West","Bath and North East Somerset",64.3285,25,38863,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
445,"United Kingdom of Great Britain and Northern Ireland","Bath and North East Somerset/GBR",2020,NA,NA,28.043,NA,NA,98,"Urban",196357,51.390922,-2.35503,1,"Bath and North East Somerset","South West","Bath and North East Somerset",52.4054,10,19082,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
446,"United Kingdom of Great Britain and Northern Ireland","Bath and North East Somerset/GBR",2020,NA,NA,28.043,NA,NA,98,"Urban",196357,51.390922,-2.35503,1,"Bath and North East Somerset","South West","Bath and North East Somerset",75.8303,15,19781,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
447,"United Kingdom of Great Britain and Northern Ireland","Blackpool/GBR",2013,NA,NA,16.326,NA,NA,96,"Urban",262708,53.804895,-3.0071875,1,"Blackpool","North West","Blackpool",201.214,60,29819,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
448,"United Kingdom of Great Britain and Northern Ireland","Blackpool/GBR",2013,NA,NA,16.326,NA,NA,96,"Urban",262708,53.804895,-3.0071875,1,"Blackpool","North West","Blackpool",260.8752,40,15333,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
449,"United Kingdom of Great Britain and Northern Ireland","Blackpool/GBR",2013,NA,NA,16.326,NA,NA,96,"Urban",262708,53.804895,-3.0071875,1,"Blackpool","North West","Blackpool",138.0643,20,14486,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
450,"United Kingdom of Great Britain and Northern Ireland","Blackpool/GBR",2020,14.795,8.196,9.239,99,99,99,"Urban",138381,53.80489,-3.007175,1,"Blackpool","North West","Blackpool",201.214,60,29819,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
451,"United Kingdom of Great Britain and Northern Ireland","Blackpool/GBR",2020,14.795,8.196,9.239,99,99,99,"Urban",138381,53.80489,-3.007175,1,"Blackpool","North West","Blackpool",260.8752,40,15333,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
452,"United Kingdom of Great Britain and Northern Ireland","Blackpool/GBR",2020,14.795,8.196,9.239,99,99,99,"Urban",138381,53.80489,-3.007175,1,"Blackpool","North West","Blackpool",138.0643,20,14486,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Rural"
453,"United Kingdom of Great Britain and Northern Ireland","Blackpool/GBR",2014,NA,10.295,16.183,NA,68,97,"Urban",250412,53.8049,-3.0072,1,"Blackpool","North West","Blackpool",201.214,60,29819,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
454,"United Kingdom of Great Britain and Northern Ireland","Blackpool/GBR",2014,NA,10.295,16.183,NA,68,97,"Urban",250412,53.8049,-3.0072,1,"Blackpool","North West","Blackpool",260.8752,40,15333,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
455,"United Kingdom of Great Britain and Northern Ireland","Blackpool/GBR",2014,NA,10.295,16.183,NA,68,97,"Urban",250412,53.8049,-3.0072,1,"Blackpool","North West","Blackpool",138.0643,20,14486,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
456,"United Kingdom of Great Britain and Northern Ireland","Blackpool/GBR",2015,NA,8.478,15.607,NA,88,95,"Urban",250412,53.8049,-3.0072,1,"Blackpool","North West","Blackpool",201.214,60,29819,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
457,"United Kingdom of Great Britain and Northern Ireland","Blackpool/GBR",2015,NA,8.478,15.607,NA,88,95,"Urban",250412,53.8049,-3.0072,1,"Blackpool","North West","Blackpool",260.8752,40,15333,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
458,"United Kingdom of Great Britain and Northern Ireland","Blackpool/GBR",2015,NA,8.478,15.607,NA,88,95,"Urban",250412,53.8049,-3.0072,1,"Blackpool","North West","Blackpool",138.0643,20,14486,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
459,"United Kingdom of Great Britain and Northern Ireland","Blackpool/GBR",2016,NA,7.837,16.079,NA,94,96,"Urban",250412,53.8049,-3.0072,1,"Blackpool","North West","Blackpool",201.214,60,29819,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
460,"United Kingdom of Great Britain and Northern Ireland","Blackpool/GBR",2016,NA,7.837,16.079,NA,94,96,"Urban",250412,53.8049,-3.0072,1,"Blackpool","North West","Blackpool",260.8752,40,15333,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
461,"United Kingdom of Great Britain and Northern Ireland","Blackpool/GBR",2016,NA,7.837,16.079,NA,94,96,"Urban",250412,53.8049,-3.0072,1,"Blackpool","North West","Blackpool",138.0643,20,14486,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
462,"United Kingdom of Great Britain and Northern Ireland","Blackpool/GBR",2017,NA,7.341,12.685,NA,98,97,"Urban",250412,53.8049,-3.0072,1,"Blackpool","North West","Blackpool",201.214,60,29819,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
463,"United Kingdom of Great Britain and Northern Ireland","Blackpool/GBR",2017,NA,7.341,12.685,NA,98,97,"Urban",250412,53.8049,-3.0072,1,"Blackpool","North West","Blackpool",260.8752,40,15333,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
464,"United Kingdom of Great Britain and Northern Ireland","Blackpool/GBR",2017,NA,7.341,12.685,NA,98,97,"Urban",250412,53.8049,-3.0072,1,"Blackpool","North West","Blackpool",138.0643,20,14486,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
465,"United Kingdom of Great Britain and Northern Ireland","Blackpool/GBR",2018,NA,8.51,12.463,NA,84,93,"Urban",250412,53.8049,-3.0072,1,"Blackpool","North West","Blackpool",201.214,60,29819,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
466,"United Kingdom of Great Britain and Northern Ireland","Blackpool/GBR",2018,NA,8.51,12.463,NA,84,93,"Urban",250412,53.8049,-3.0072,1,"Blackpool","North West","Blackpool",260.8752,40,15333,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
467,"United Kingdom of Great Britain and Northern Ireland","Blackpool/GBR",2018,NA,8.51,12.463,NA,84,93,"Urban",250412,53.8049,-3.0072,1,"Blackpool","North West","Blackpool",138.0643,20,14486,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
468,"United Kingdom of Great Britain and Northern Ireland","Blackpool/GBR",2019,13.424,9.172,12.195,47,85,93,"Urban",250412,53.8049,-3.0072,1,"Blackpool","North West","Blackpool",201.214,60,29819,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
469,"United Kingdom of Great Britain and Northern Ireland","Blackpool/GBR",2019,13.424,9.172,12.195,47,85,93,"Urban",250412,53.8049,-3.0072,1,"Blackpool","North West","Blackpool",260.8752,40,15333,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
470,"United Kingdom of Great Britain and Northern Ireland","Blackpool/GBR",2019,13.424,9.172,12.195,47,85,93,"Urban",250412,53.8049,-3.0072,1,"Blackpool","North West","Blackpool",138.0643,20,14486,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
471,"United Kingdom of Great Britain and Northern Ireland","Camden/GBR",2020,16.181,9.437,30.542,94,93,85,"Urban, Urban",279516,51.53325,-0.150579,1,"Camden","London","Camden",89.3336,35,39179,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
472,"United Kingdom of Great Britain and Northern Ireland","Camden/GBR",2020,16.181,9.437,30.542,94,93,85,"Urban, Urban",279516,51.53325,-0.150579,1,"Camden","London","Camden",101.8745,20,19632,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
473,"United Kingdom of Great Britain and Northern Ireland","Camden/GBR",2020,16.181,9.437,30.542,94,93,85,"Urban, Urban",279516,51.53325,-0.150579,1,"Camden","London","Camden",76.7381,15,19547,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
474,"United Kingdom of Great Britain and Northern Ireland","Central Bedfordshire/GBR",2020,15.935,9.091,20.419,81,74,99,"Urban",294096,52.132417,-0.300306,1,"Central Bedfordshire","East of England","Central Bedfordshire",65.2571,45,68958,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
475,"United Kingdom of Great Britain and Northern Ireland","Central Bedfordshire/GBR",2020,15.935,9.091,20.419,81,74,99,"Urban",294096,52.132417,-0.300306,1,"Central Bedfordshire","East of England","Central Bedfordshire",67.1249,25,37244,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
476,"United Kingdom of Great Britain and Northern Ireland","Central Bedfordshire/GBR",2020,15.935,9.091,20.419,81,74,99,"Urban",294096,52.132417,-0.300306,1,"Central Bedfordshire","East of England","Central Bedfordshire",63.0636,20,31714,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
477,"United Kingdom of Great Britain and Northern Ireland","Medway/GBR",2020,22.002,10.887,18.544,96,90,98,"Urban",279142,51.374264,0.54797,1,"Medway","South East","Medway",116.6436,80,68585,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
478,"United Kingdom of Great Britain and Northern Ireland","Medway/GBR",2020,22.002,10.887,18.544,96,90,98,"Urban",279142,51.374264,0.54797,1,"Medway","South East","Medway",166.6898,60,35995,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
479,"United Kingdom of Great Britain and Northern Ireland","Medway/GBR",2020,22.002,10.887,18.544,96,90,98,"Urban",279142,51.374264,0.54797,1,"Medway","South East","Medway",61.3685,20,32590,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
480,"United Kingdom of Great Britain and Northern Ireland","Medway/GBR",2014,19.49,14.239,19.834,95,88,97,"Rural, Urban",277736,51.41525,0.59145,1,"Medway","South East","Medway",116.6436,80,68585,"2022/23","0-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
481,"United Kingdom of Great Britain and Northern Ireland","Medway/GBR",2014,19.49,14.239,19.834,95,88,97,"Rural, Urban",277736,51.41525,0.59145,1,"Medway","South East","Medway",166.6898,60,35995,"2022/23","0-9 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
482,"United Kingdom of Great Britain and Northern Ireland","Medway/GBR",2014,19.49,14.239,19.834,95,88,97,"Rural, Urban",277736,51.41525,0.59145,1,"Medway","South East","Medway",61.3685,20,32590,"2022/23","10-18 yrs","Persons","Upper tier local authorities (4/21-3/23)","Urban"
